20130101,제주,3904,E마트,1,얼갈이배추,215,일반,0,소비자가격,7,상(1등급),1,1.5KG,2740,0,1826.66666666667
20130101,제주,3904,E마트,1,깻잎,253,  일반,0,소비자가격,7,상(1등급),1,200G,5800,0,29000
20130101,제주,3904,E마트,1,땅콩,314,국산,1,소비자가격,7,상(1등급),1,100G,2640,0,26400
20130101,제주,3904,E마트,1,느타리버섯,315,  일반,0,소비자가격,7,상(1등급),1,100G,990,0,9900
20130101,제주,3904,E마트,1,팽이버섯,316,  일반,0,소비자가격,7,상(1등급),1,100G,370,0,3700
20130101,제주,3904,E마트,1,사과,411,후지,5,소비자가격,7,상(1등급),1,10개,19930,0,9965
20130101,제주,3904,E마트,1,사과,411,후지,5,소비자가격,7,중(2등급),2,10개,13800,0,6900
20130101,제주,3904,E마트,1,배,412,신고,1,소비자가격,7,상(1등급),1,10개,38330,0,7666
20130101,제주,3904,E마트,1,배,412,신고,1,소비자가격,7,중(2등급),2,10개,30000,0,6000
20130101,제주,3904,E마트,1,풋고추,242, 일반,0,소비자가격,7,상(1등급),1,100G,1320,0,13200
20130101,제주,3904,E마트,1,풋고추,242,꽈리고추,2,소비자가격,7,상(1등급),1,100G,1650,0,16500
20130101,제주,3904,E마트,1,풋고추,242,청양고추,3,소비자가격,7,상(1등급),1,100G,1320,0,13200
20130101,제주,3904,E마트,1,붉은고추,243, 일반,0,소비자가격,7,상(1등급),1,100G,1450,0,14500
20130101,제주,3904,E마트,1,마늘,244,깐마늘(국산),5,소비자가격,7,상(1등급),1,1KG,9260,0,9260
20130101,제주,3904,E마트,1,양파,245,양파(일반),0,소비자가격,7,상(1등급),1,1KG,2390,0,2390
20130101,제주,3904,E마트,1,파,246,대파,0,소비자가격,7,상(1등급),1,1KG,4540,0,4540
20130101,제주,3904,E마트,1,생강,247,국산,0,소비자가격,7,상(1등급),1,1KG,12330,0,12330
20130101,제주,3904,E마트,1,미나리,252,  일반,0,소비자가격,7,상(1등급),1,1KG,12900,0,12900
20130101,제주,3904,E마트,1,수박,221, 일반,0,소비자가격,7,상(1등급),1,1개,18800,0,3760
20130101,제주,3904,E마트,1,수박,221, 일반,0,소비자가격,7,중(2등급),2,1개,14800,0,2960
20130101,제주,3904,E마트,1,오이,223,가시계통,1,소비자가격,7,상(1등급),1,10개,9620,0,4810
20130101,제주,3904,E마트,1,오이,223,다다기계통,2,소비자가격,7,상(1등급),1,10개,9900,0,4950
