조사일,조사지역명,조사지역코드,조사시장명,조사시장코드,품목명,품목코드,유통단계,유통단계 구분,유통단계,품목명,상품코드,조사가격,전날조사가격,규격,등급,
20220102,제주,3904,C-유통,412,신고,1,소비자가격,1,2,배,7,27800,0,10개,중(2등급),5560
20220102,제주,3900,동문시장,256,일반,1,소비자가격,0,1,파프리카,7,1530,0,200G,상(1등급),7650
20220102,제주,3904,C-유통,256,일반,1,소비자가격,0,1,파프리카,7,1660,0,200G,상(1등급),8300
20220102,제주,3900,동문시장,416,일반,1,소비자가격,0,1,단감,7,15600,0,10개,상(1등급),7800
20220102,제주,3904,C-유통,416,일반,1,소비자가격,0,1,단감,7,13960,0,10개,상(1등급),6980
20220102,제주,3904,C-유통,535,일반,1,소비자가격,0,1,우유,7,2710,0,1L,상(1등급),2710
20220102,제주,3904,C-유통,419,수입,1,소비자가격,2,1,참다래,7,6650,0,10개,상(1등급),6650
20220102,제주,3904,C-유통,314,국산,1,소비자가격,1,1,땅콩,7,3330,0,100G,상(1등급),33300
20220102,제주,3904,C-유통,420,수입산,1,소비자가격,2,2,파인애플,7,5980,0,1개,중(2등급),5980
20220102,제주,3900,동문시장,314,수입,1,소비자가격,2,2,땅콩,7,670,0,100G,중(2등급),6700
20220102,제주,3904,C-유통,422,국산,1,소비자가격,1,1,방울토마토,7,8900,0,1KG,상(1등급),8900
20220102,제주,3900,동문시장,424,수입,1,소비자가격,0,1,레몬,7,10000,0,10개,상(1등급),10000
20220102,제주,3904,C-유통,424,수입,1,소비자가격,0,1,레몬,7,9800,0,10개,상(1등급),9800
20220102,제주,3900,동문시장,638,일반,1,소비자가격,0,2,건멸치,7,1280,0,100G,중(2등급),12800
20220102,제주,3904,C-유통,638,일반,1,소비자가격,0,2,건멸치,7,2990,0,100G,중(2등급),29900
20220102,제주,3900,동문시장,111,일반계,1,소비자가격,1,1,쌀,7,60000,0,20KG,상(1등급),3000
20220102,제주,3904,C-유통,111,일반계,1,소비자가격,1,1,쌀,7,53900,0,20KG,상(1등급),2695
20220102,제주,3900,동문시장,143,국산,1,소비자가격,0,1,녹두,7,7610,0,500G,상(1등급),15220
20220102,제주,3900,동문시장,141,백태(국산),1,소비자가격,1,1,콩,7,4510,0,500G,상(1등급),9020
20220102,제주,3900,동문시장,141,백태(국산),1,소비자가격,1,2,콩,7,3630,0,500G,중(2등급),7260
20220102,제주,3900,동문시장,112,일반찹쌀,1,소비자가격,1,1,찹쌀,7,4160,0,1KG,상(1등급),4160
20220102,제주,3904,C-유통,112,일반찹쌀,1,소비자가격,1,1,찹쌀,7,6980,0,1KG,상(1등급),6980
20220102,제주,3904,C-유통,152,수미,1,소비자가격,1,2,감자,7,350,0,100G,중(2등급),3500
20220103,제주,3900,동문시장,213,일반,1,소비자가격,0,1,시금치,7,4660,0,1KG,상(1등급),4660
20220103,제주,3900,동문시장,214,적,1,소비자가격,1,1,상추,7,660,0,100G,상(1등급),6600
20220103,제주,3904,C-유통,214,적,1,소비자가격,1,1,상추,7,890,0,100G,상(1등급),8900
